step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
209,,0.599,3.993,0.001,0.454
210,,0.528,3.992,0.002,0.395
211,,0.52,3.99,0.001,0.391
212,,0.567,3.995,0.0,0.422
213,,0.555,3.993,0.001,0.412
214,,0.542,3.966,0.0,0.407
215,,0.535,3.97,0.001,0.394
216,,0.489,3.972,0.001,0.352
217,,0.536,3.99,0.001,0.388
218,,0.576,3.992,0.0,0.441
219,,0.554,3.995,0.001,0.412
220,,0.474,3.994,0.001,0.348
221,,0.543,3.998,0.001,0.399
222,,0.554,3.996,0.0,0.423
223,,0.567,3.997,0.001,0.423
224,,0.523,3.991,0.0,0.387
225,0.342,0.556,3.973,0.0,0.425
226,,0.495,3.982,0.001,0.357
227,,0.548,3.987,0.001,0.409
228,,0.533,3.998,0.003,0.395
229,,0.534,3.988,0.001,0.4
230,,0.585,3.986,0.0,0.441
231,,0.565,3.98,0.001,0.432
232,,0.577,3.989,0.0,0.441
233,,0.474,3.989,0.001,0.347
234,,0.591,3.98,0.001,0.455
235,,0.511,3.991,0.001,0.38
236,,0.57,3.986,0.0,0.423
237,,0.601,3.99,0.001,0.462
238,,0.57,3.975,0.001,0.435
239,,0.546,3.987,0.001,0.412
240,,0.575,3.997,0.001,0.433
241,,0.525,3.993,0.001,0.39
242,,0.554,3.991,0.001,0.413
243,,0.567,3.991,0.0,0.43
244,,0.498,3.977,0.0,0.372
245,,0.578,3.972,0.001,0.437
246,,0.532,3.956,0.0,0.394
247,,0.536,3.985,0.001,0.405
248,,0.523,3.987,0.0,0.383
249,,0.512,3.994,0.001,0.389
250,0.348,0.53,3.992,0.0,0.394
251,,0.618,3.988,0.001,0.47
252,,0.564,3.987,0.0,0.43
253,,0.624,3.97,0.0,0.482
254,,0.525,3.959,0.001,0.389
255,,0.547,3.98,0.0,0.41
256,,0.537,3.993,0.001,0.404
257,,0.572,3.978,0.001,0.438
258,,0.535,3.965,0.0,0.403
259,,0.589,3.984,0.002,0.445
260,,0.537,3.987,0.001,0.406
261,,0.579,3.987,0.001,0.441
262,,0.598,3.998,0.0,0.456
263,,0.542,3.997,0.0,0.4
264,,0.513,3.992,0.001,0.384
265,,0.519,3.995,0.0,0.388
266,,0.491,3.99,0.001,0.362
267,,0.587,3.985,0.003,0.441
268,,0.595,3.973,0.0,0.454
269,,0.57,3.99,0.001,0.437
270,,0.545,3.988,0.001,0.414
271,,0.594,3.999,0.001,0.452
272,,0.514,3.995,0.001,0.377
273,,0.516,3.988,0.001,0.385
274,,0.578,3.998,0.0,0.442
275,0.351,0.524,3.996,0.001,0.391
276,,0.595,3.995,0.0,0.446
277,,0.571,3.99,0.0,0.434
278,,0.542,3.996,0.001,0.416
279,,0.513,3.995,0.0,0.378
280,,0.543,3.989,0.0,0.411
281,,0.597,3.985,0.0,0.455
282,,0.579,3.997,0.0,0.435
283,,0.579,3.998,0.0,0.444
284,,0.579,3.99,0.0,0.441
285,,0.586,3.984,0.001,0.447
286,,0.591,3.992,0.0,0.441
287,,0.557,3.952,0.001,0.421
288,,0.531,3.983,0.0,0.399
289,,0.546,3.995,0.001,0.416
290,,0.496,3.991,0.001,0.364
291,,0.546,3.995,0.002,0.409
292,,0.572,3.998,0.0,0.432
293,,0.617,3.998,0.001,0.478
294,,0.584,3.997,0.001,0.445
295,,0.618,3.991,0.0,0.472
296,,0.548,3.987,0.001,0.414
297,,0.528,3.984,0.001,0.393
298,,0.526,3.969,0.0,0.392
299,,0.62,3.969,0.002,0.467
300,0.356,0.553,3.977,0.001,0.419
301,,0.59,3.974,0.0,0.446
302,,0.533,3.995,0.0,0.403
303,,0.525,3.997,0.0,0.394
304,,0.579,3.999,0.0,0.434
305,,0.569,3.994,0.001,0.428
306,,0.541,3.998,0.0,0.409
307,,0.588,3.997,0.0,0.448
308,,0.56,3.992,0.0,0.426
309,,0.535,3.992,0.0,0.404
310,,0.578,3.997,0.0,0.44
311,,0.532,3.991,0.0,0.4
312,,0.562,3.99,0.0,0.422
313,,0.545,3.993,0.0,0.406
314,,0.516,3.995,0.001,0.38
315,,0.576,3.998,0.0,0.431
316,,0.583,3.998,0.001,0.444
317,,0.586,3.984,0.0,0.443
318,,0.527,3.967,0.0,0.389
319,,0.593,3.982,0.001,0.446
320,,0.579,3.994,0.0,0.438
321,,0.605,3.991,0.0,0.465
322,,0.535,3.985,0.0,0.396
323,,0.519,3.995,0.0,0.387
324,,0.547,3.995,0.001,0.412
325,0.345,0.513,3.997,0.0,0.384
326,,0.571,3.992,0.0,0.433
327,,0.541,3.999,0.0,0.404
328,,0.554,3.994,0.0,0.426
329,,0.588,3.994,0.0,0.451
330,,0.604,3.993,0.0,0.458
331,,0.554,3.995,0.001,0.414
332,,0.565,3.995,0.0,0.428
333,,0.509,3.999,0.0,0.377
334,,0.514,3.996,0.001,0.376
335,,0.579,3.994,0.0,0.445
336,,0.527,3.983,0.001,0.397
337,,0.517,3.995,0.0,0.387
338,,0.558,3.998,0.001,0.414
339,,0.523,3.994,0.001,0.396
340,,0.545,3.983,0.0,0.415
341,,0.563,3.997,0.0,0.426
342,,0.561,3.993,0.0,0.427
343,,0.534,3.998,0.0,0.399
344,,0.575,3.995,0.0,0.432
345,,0.569,3.995,0.0,0.432
346,,0.542,3.997,0.001,0.404
347,,0.582,3.999,0.0,0.439
348,,0.534,3.992,0.0,0.403
349,,0.534,3.999,0.001,0.403
350,0.349,0.609,3.999,0.001,0.469
351,,0.544,3.998,0.001,0.415
352,,0.568,3.998,0.0,0.434
353,,0.537,3.992,0.0,0.399
354,,0.533,3.99,0.001,0.393
355,,0.59,3.997,0.001,0.447
356,,0.54,3.998,0.0,0.405
357,,0.591,3.997,0.0,0.448
358,,0.562,3.998,0.0,0.423
359,,0.612,3.998,0.001,0.472
360,,0.601,3.998,0.0,0.454
361,,0.564,3.995,0.0,0.431
362,,0.53,3.998,0.0,0.402
363,,0.562,3.984,0.0,0.428
364,,0.562,3.978,0.001,0.423
365,,0.546,3.97,0.0,0.409
366,,0.534,3.976,0.0,0.405
367,,0.554,3.99,0.001,0.409
368,,0.541,3.988,0.001,0.399
369,,0.573,3.998,0.0,0.43
370,,0.522,3.995,0.0,0.39
371,,0.504,3.995,0.0,0.38
372,,0.564,3.991,0.002,0.427
373,,0.548,3.984,0.001,0.412
374,,0.521,3.982,0.001,0.392
375,0.352,0.514,3.964,0.0,0.381
376,,0.527,3.983,0.001,0.398
377,,0.569,3.985,0.0,0.434
378,,0.546,3.98,0.001,0.413
379,,0.507,3.995,0.002,0.378
380,,0.581,3.995,0.002,0.455
381,,0.541,3.998,0.002,0.407
382,,0.575,3.998,0.0,0.445
383,,0.541,4.0,0.001,0.409
384,,0.504,3.999,0.001,0.38
385,,0.597,4.0,0.003,0.452
386,,0.517,3.998,0.001,0.384
387,,0.552,3.998,0.001,0.415
388,,0.546,3.998,0.001,0.407
389,,0.571,3.999,0.001,0.426
390,,0.639,3.998,0.001,0.496
391,,0.578,3.998,0.001,0.448
392,,0.51,3.999,0.002,0.383
393,,0.533,3.998,0.003,0.394
394,,0.57,4.0,0.003,0.434
395,,0.524,3.999,0.002,0.4
396,,0.543,3.999,0.003,0.403
397,,0.508,3.994,0.001,0.371
398,,0.556,4.0,0.002,0.426
399,,0.533,4.0,0.002,0.399
400,0.358,0.541,3.998,0.002,0.412
401,,0.518,3.995,0.003,0.382
402,,0.554,3.995,0.002,0.416
403,,0.573,4.0,0.001,0.438
404,,0.574,3.999,0.002,0.434
405,,0.632,4.0,0.002,0.484
406,,0.507,4.0,0.001,0.373
407,,0.59,3.998,0.001,0.445
408,,0.517,3.995,0.002,0.389
409,,0.519,3.987,0.001,0.387
410,,0.595,3.987,0.001,0.452
411,,0.607,3.991,0.002,0.459
412,,0.6,3.995,0.002,0.466
413,,0.551,3.995,0.002,0.401
414,,0.545,3.998,0.002,0.408
415,,0.559,3.994,0.002,0.425
416,,0.619,3.999,0.002,0.48
417,,0.515,4.0,0.002,0.386
418,,0.533,3.999,0.002,0.385
419,,0.488,3.992,0.004,0.358
420,,0.594,3.998,0.003,0.451
421,,0.596,3.998,0.001,0.46
422,,0.571,3.996,0.003,0.427
423,,0.55,3.998,0.003,0.413
424,,0.572,3.994,0.002,0.438
425,0.357,0.526,3.999,0.004,0.397
426,,0.513,3.995,0.002,0.391
427,,0.573,3.998,0.002,0.431
428,,0.589,4.0,0.002,0.448
429,,0.483,3.996,0.004,0.347
430,,0.511,3.999,0.003,0.381
431,,0.584,4.0,0.003,0.438
432,,0.53,3.999,0.002,0.398
433,,0.517,4.0,0.003,0.378
434,,0.632,3.999,0.002,0.491
435,,0.575,3.999,0.002,0.433
436,,0.497,3.999,0.003,0.355
437,,0.533,3.999,0.002,0.397
438,,0.595,3.997,0.001,0.452
439,,0.567,3.998,0.001,0.434
440,,0.548,4.0,0.002,0.402
441,,0.563,4.0,0.002,0.42
442,,0.53,3.996,0.001,0.388
443,,0.546,3.994,0.002,0.402
444,,0.622,3.991,0.001,0.473
