method,traj_uid,turns,success,task_type
hcapo_buggy,14d42f4e-6ae5-49ea-a0c6-e67949b27e66,8,True,pick_two
hcapo_buggy,e6c5d98b-06c3-4e10-93af-b2e59bfc2664,4,True,pick_place
hcapo_buggy,5648f7fd-67cf-48df-81ed-c3517f4ddc47,50,False,clean
hcapo_buggy,64f85178-7d9a-45f3-844b-c5df1570ef22,50,False,examine
hcapo_paper,2fa98a6d-8325-4c3b-bc5c-9ff416eefe1e,50,False,pick_two
hcapo_paper,7938d39f-7459-48f5-bcba-90d664cf2304,8,True,pick_two
hcapo_paper,07075778-8f38-476e-9244-da51457b68c2,10,True,heat
hcapo_paper,d5b47126-dff9-433c-a2c4-be707400acc3,50,False,heat
hcapo_paper,09b37038-9e27-4981-bad7-cb88616ef863,8,True,cool
hcapo_paper,713e26c8-810c-4bca-96c3-933f463bae1d,8,True,heat
hcapo_paper,0c913748-73e8-41e9-ab26-6beed722d331,11,True,heat
hcapo_paper,31268d84-a725-4dc3-8e9b-a593e8faa24f,5,True,pick_place
hcapo_paper,b9cb7c6b-6b4a-49ae-a947-a55931d3726d,8,True,clean
hcapo_paper,5ad32c72-830c-4a60-9e25-78e0d06330ef,50,False,pick_two
hcapo_paper,2d8b09b5-c52f-4459-8f50-25e5547f26c3,50,False,examine
hcapo_paper,48390a7e-bad0-4477-b12a-97449cdc906b,9,True,pick_place
hcapo_paper,f9034cf8-ffec-4733-8317-ff1d5d1f7902,9,True,examine
hcapo_paper,48f2a5be-a2b9-4241-b404-39d82ac32668,9,True,cool
hcapo_paper,de37e76a-d5c9-4311-8d89-86b43db582e8,11,True,pick_two
hcapo_paper,95957c32-0a71-4ba7-a0cf-2053933dd384,6,True,examine
hcapo_paper,60b0c6f9-fe83-4a8e-a0f1-0fdddbb345c4,4,True,cool
hcapo_paper,bf51ebde-9d5d-4f49-807b-96eae2b63092,50,False,heat
hcapo_paper,0237de1c-35d9-48fa-bd29-4205cdc893ef,4,True,pick_place
hcapo_paper,07ef8c4e-1f7d-4ed9-8c24-69dad6dc6a10,4,True,pick_place
hcapo_paper,f8836676-f013-48db-aa59-4a154fcd5c76,16,True,examine
hcapo_paper,04d9acf3-8614-4522-beb7-478ccd2a4018,9,True,pick_place
hcapo_paper,5f1d412e-e1a9-4f3d-bc22-6c2678c84f8e,50,False,pick_place
hcapo_paper,00e6069f-b40f-4d60-8150-505889d67236,8,True,cool
hcapo_paper,01b9cc9f-aac9-41e6-bcea-d6294f502f3e,50,False,clean
hcapo_paper,f075d392-ca35-4eaf-b1cc-c78e21466000,4,True,pick_place
hcapo_paper,da3c3641-11a1-4f76-a65e-313e3ad10ab2,7,True,clean
hcapo_paper,a6c5c0c9-343c-4d2d-b472-bb2349507392,4,True,pick_place
hcapo_paper,b67d3c23-1e5c-4c06-bc59-973d80b99d85,6,True,clean
hcapo_paper,6d34cf83-af93-480e-82e4-749003f72646,6,True,examine
hcapo_paper,ad44eed9-91a7-447f-9bc8-9f9481cb02ea,7,True,clean
hcapo_paper,4d42f87a-1e73-4ac3-a6bd-3aa19ac5d9f7,6,True,clean
hcapo_paper,87336c0e-612c-4462-85f6-eafb656fc0f7,7,True,clean
hcapo_paper,b15f7eff-4e12-421b-8ac8-fcdc60dc5075,8,True,clean
hcapo_paper,b2555ebf-b3f3-4b36-aee8-c28287832048,8,True,heat
hcapo_paper,fd2c5728-43ce-43ab-b80a-97c76d7fba3d,5,True,pick_place
hcapo_paper,c702f7ca-cd76-4dea-abf5-9d034a3fd32f,6,True,examine
hcapo_paper,afbd9390-c0f5-4889-9891-63912aa74b0d,7,True,pick_place
hcapo_paper,6e00f3ac-c010-43cc-93fc-ae2b601a943e,10,True,heat
hcapo_paper,3095890c-dc6d-479a-ba78-b0726d7c4d31,7,True,cool
hcapo_paper,9e646465-b7d3-4b94-8ff7-635c1d5242b6,50,False,heat
hcapo_paper,c534184d-f9ba-4430-8748-b7356c685c24,4,True,pick_place
hcapo_paper,2bda0f66-1c23-41db-9330-6c9af11f71c3,9,True,cool
hcapo_paper,d4f1abb2-aa10-433d-b0bc-9927fae52239,50,False,pick_two
hcapo_paper,ddc123ac-3b09-4e24-9075-b4ba158820a1,5,True,pick_place
hcapo_paper,596ff046-cfae-4ccb-914a-42d0eba1eabf,8,True,clean
hcapo_paper,1b76f133-da6a-4661-9294-e20e0dd42dbd,8,True,cool
hcapo_paper,fd8df662-d5dc-4ce1-901a-1db76cdc0682,9,True,cool
hcapo_paper,c662f5fa-38bf-4f6c-b061-0708137a8dd7,7,True,cool
hcapo_paper,5fe88e25-4b68-4390-98a4-4bb1da8d8b6b,25,True,examine
hcapo_paper,74e07c62-ad2b-4433-816d-ce4172057bbb,4,True,pick_place
hcapo_paper,d60f7017-fac5-4e3c-b40f-8cad9bffe346,50,False,pick_two
hcapo_paper,50b3467f-88a0-4a94-9e49-e3dba434b85e,50,False,pick_two
hcapo_paper,fa0d0e71-4906-419d-98d1-6500453286f3,50,False,pick_place
hcapo_paper,8b1c4047-b381-4c3a-a281-0e7a9f353872,25,True,examine
hcapo_paper,a0df9135-f824-42b3-99be-c2da6bc5765e,6,True,examine
hcapo_paper,ad161963-3393-4f79-90d3-e1b78420155f,50,False,examine
hcapo_paper,38cd0000-12b7-4c97-8322-8373dce6577e,7,True,cool
hcapo_paper,7b61d7ca-dc88-43d4-b7f8-7d226998cf9a,4,True,pick_place
hcapo_paper,318e5740-61bf-4655-9554-2795f9ad289f,50,False,clean
hcapo_paper,5c53cc9b-d3c9-4afd-89ea-8b476a5703ac,50,False,clean
hcapo_paper,7a9717cf-4326-44ff-921d-00283f843033,8,True,clean
hcapo_paper,7db63c98-f241-4447-b43e-726c536c1c93,50,False,pick_two
hcapo_paper,3185696e-da34-42ae-9fa3-ab56075c922d,6,True,clean
hcapo_paper,ef1118cb-061a-4380-ab11-ae7919a9babc,9,True,examine
hcapo_paper,540b5772-90e6-4aa0-be2e-3ce78fde6837,9,True,pick_place
hcapo_paper,a9aa30cb-0ff8-42e9-914c-c1055d2c0368,7,True,pick_place
hcapo_paper,0f3e5ebe-8844-48bd-a2db-87efe70d8e69,50,False,pick_two
hcapo_paper,2c270126-0c91-4644-978b-52c8f57ef6fb,50,False,pick_place
hcapo_paper,45eb4451-935c-4053-a4f1-e7ce52a0375d,9,True,clean
hcapo_paper,ace9c743-551d-4b61-becf-51dfdc0590e2,50,False,clean
hcapo_paper,a98d71c7-cd82-419e-862c-e027154d1fa1,5,True,examine
hcapo_paper,848dfa3d-5634-48fa-9656-2f61ccff51bd,50,False,pick_two
hcapo_paper,6b0f507c-4bed-416a-ad7c-ef4d68cb1440,7,True,clean
hcapo_paper,99fda84f-1082-4aa5-b0e8-0d128af59dfa,8,True,clean
hcapo_paper,54a48c3b-7cc5-4744-940a-85b7e9500c51,9,True,cool
hcapo_paper,551da183-fe5b-485e-ac9c-0d12245cce98,9,True,pick_place
hcapo_paper,0c21246a-aed5-4e3c-b775-6c581ff7073b,50,False,pick_two
hcapo_paper,922084bb-3bce-44fc-b960-b942079fb52f,7,True,cool
hcapo_paper,29c43c29-74d8-4ae4-a331-3a0e238991d2,6,True,examine
hcapo_paper,04383557-1f53-4de8-b396-7a6d7936deeb,8,True,heat
hcapo_paper,3f0dc7ed-110a-4374-805c-797e449e270f,7,True,cool
hcapo_paper,c1f3e687-e317-4345-9872-1ee4d554208f,50,False,examine
hcapo_paper,fbda8519-4625-4e0e-90e6-1b5f8f944ec5,23,True,pick_two
hcapo_paper,44dd9a29-2236-496c-a547-f6c2929590c1,6,True,examine
hcapo_paper,b5e0366a-3ef2-4968-9b4e-2dff5b3602f6,7,True,pick_place
hcapo_paper,e6c7d73b-8ff2-4ebd-bfb7-58894ebcee14,9,True,cool
hcapo_paper,03185569-e4bc-4078-b74e-5b6308e6f1ab,8,True,clean
hcapo_paper,41459085-e2a1-4e14-8b5d-019236f12600,50,False,clean
hcapo_paper,3850d61d-1703-42de-91a2-9d76481a3c97,6,True,pick_place
hcapo_paper,a13b0543-024c-4df1-9533-687cb3f7d1a8,5,True,pick_place
hcapo_paper,f9721fcf-7af2-4bbb-bc5b-92b7542affcd,8,True,clean
hcapo_paper,70b601a1-d4ee-4962-8243-60e3709350f6,50,False,clean
hcapo_paper,7f047b17-2167-49b4-a6ad-b84907cbd9a4,8,True,cool
hcapo_paper,0936f040-5649-4d83-b8e6-4a5f48b1a4ed,4,True,pick_place
hcapo_paper,b478324a-ba88-400a-bf0b-3d3eb03ebf31,5,True,pick_place
hcapo_paper,6ac45a03-24f9-4c63-8659-4cc102df9b32,10,True,cool
hcapo_paper,c613a434-f705-4043-9574-50b1248ca983,7,True,clean
hcapo_paper,4e29b127-04e8-466b-b983-32f34c626f0b,5,True,pick_place
hcapo_paper,d3f7e8c7-21ba-468d-b8a0-97b8516491b8,9,True,clean
hcapo_paper,59a3c3ea-3f3a-4a11-a7e0-0c4c923e3ae8,11,True,heat
hcapo_paper,6b9a5ae2-008c-49bd-b2be-f014d493b960,8,True,cool
hcapo_paper,19470dcc-24c6-4a15-827c-4ed7ff2a22f0,16,True,examine
hcapo_paper,5893a248-8fed-42fe-9ad0-fc3cb6eb6056,7,True,clean
hcapo_paper,4be5fdfc-0095-4030-b6d1-96042d404989,4,True,pick_place
hcapo_paper,5332eca1-a7fd-4e0c-9947-54dd7528cc5c,9,True,heat
hcapo_paper,03fa7609-7d87-41fe-89ee-db99c09e66cd,4,True,pick_place
hcapo_paper,e10042e1-3b8c-48d3-b9ea-65de47633a24,8,True,clean
hcapo_paper,c528862e-8f5e-450c-a0aa-c865403f0314,4,True,cool
hcapo_paper,fadd89fe-9e8b-4a8f-ab5d-b0dec61e09ea,11,True,clean
hcapo_paper,d820cb91-cd9d-4215-907c-88710c23a7a4,9,True,cool
hcapo_paper,f1ff44ef-8cba-4412-a84c-10a8d05ab946,8,True,cool
hcapo_paper,10bbabf3-5007-40e2-bc6c-39aaf79c63fa,4,True,cool
hcapo_paper,14063368-2efa-43cf-857f-970eb7ef6a97,8,True,pick_place
hcapo_paper,9d15004a-4ee8-4fce-83aa-6881d042e9ef,7,True,clean
hcapo_paper,c0b50bbd-2753-4a33-b5b1-c575bc03479d,50,False,clean
hcapo_paper,9e53fff4-8531-4ccc-8890-02262053bf2a,5,True,pick_place
hcapo_paper,f1da90aa-cc8b-4c86-ae0c-d539a0344587,9,True,pick_place
hcapo_paper,10a97988-be08-428c-8a68-329e1008343c,50,False,clean
hcapo_paper,53d31c7d-f88a-4971-adc9-ed5ee469a6b0,12,True,pick_place
hcapo_paper,80c83a32-14fb-45f6-86a7-57663105fa22,4,True,pick_place
hcapo_paper,f4ea13dd-8c36-4de1-9b72-9705807be364,6,True,examine
hcapo_paper,cffc4c24-22f4-4372-952b-59ecc57d56c8,4,True,pick_place
hcapo_paper,42a3a435-312f-4a8b-b9b2-9d30beac0730,6,True,examine
hcapo_paper,bb7ca743-2572-4916-b170-31d84e2ef381,7,True,cool
hcapo_paper,4b8b7f82-27f2-46ed-a571-d33fe2557730,8,True,heat
hcapo_paper,365c731d-ddaf-4366-8294-90f070728100,7,True,cool
hcapo_paper,a6c14d98-b5d3-4a6d-a40e-1ddaf5bb5469,10,True,cool
hcapo_paper,4d4e5ba8-6fe6-4f33-b3d7-0c0127ad80f5,8,True,heat
hcapo_paper,14e1cb6e-3c9c-4ccc-9593-0fdacd769e6b,50,False,pick_place
hcapo_paper,5890e446-763c-40c4-a09b-7648ba70da32,8,True,pick_two
hcapo_paper,f23639f0-e4dc-43cd-86b7-8cd64edeb739,4,True,pick_place
hcapo_paper,d5ecbfd8-d36f-496c-8a4f-2b9ed7fd2037,50,False,clean
hcapo_paper,58dd4d2b-29c9-4341-becc-0545991b5240,50,False,examine
