step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
63,,0.373,2.356,0.021,0.373
64,,0.31,2.372,0.023,0.31
65,,0.39,2.366,0.023,0.39
66,,0.379,2.299,0.019,0.379
67,,0.33,2.469,0.022,0.33
68,,0.341,2.405,0.026,0.341
69,,0.416,2.408,0.018,0.416
70,,0.373,2.455,0.03,0.373
71,,0.398,2.446,0.021,0.398
72,,0.402,2.47,0.026,0.402
73,,0.378,2.423,0.017,0.378
74,,0.372,2.438,0.024,0.372
75,0.312,0.373,2.493,0.025,0.373
76,,0.391,2.439,0.018,0.391
77,,0.358,2.477,0.024,0.358
78,,0.356,2.381,0.023,0.356
79,,0.364,2.387,0.021,0.364
80,,0.323,2.332,0.019,0.323
81,,0.384,2.375,0.026,0.384
82,,0.416,2.311,0.018,0.416
83,,0.354,2.398,0.021,0.354
84,,0.348,2.38,0.017,0.348
85,,0.387,2.484,0.024,0.388
86,,0.368,2.409,0.014,0.368
87,,0.364,2.468,0.026,0.364
88,,0.408,2.383,0.017,0.408
89,,0.377,2.403,0.019,0.377
90,,0.38,2.454,0.02,0.38
91,,0.368,2.395,0.024,0.368
92,,0.352,2.36,0.013,0.352
93,,0.396,2.33,0.016,0.396
94,,0.333,2.354,0.022,0.333
95,,0.394,2.407,0.02,0.394
96,,0.37,2.388,0.018,0.37
97,,0.41,2.275,0.017,0.41
98,,0.322,2.362,0.018,0.322
99,,0.399,2.331,0.017,0.399
100,0.313,0.356,2.403,0.023,0.356
101,,0.366,2.4,0.013,0.366
102,,0.379,2.41,0.018,0.379
103,,0.348,2.406,0.017,0.348
104,,0.395,2.377,0.019,0.395
105,,0.357,2.38,0.012,0.357
106,,0.354,2.291,0.018,0.354
107,,0.385,2.326,0.015,0.385
108,,0.387,2.355,0.02,0.387
109,,0.412,2.284,0.017,0.412
110,,0.367,2.318,0.02,0.367
111,,0.375,2.309,0.019,0.375
112,,0.395,2.308,0.016,0.395
113,,0.382,2.316,0.018,0.382
114,,0.325,2.326,0.016,0.325
115,,0.373,2.328,0.019,0.373
116,,0.351,2.382,0.022,0.351
117,,0.385,2.312,0.015,0.385
118,,0.376,2.396,0.016,0.376
119,,0.345,2.368,0.014,0.345
120,,0.368,2.341,0.016,0.368
121,,0.323,2.405,0.024,0.323
122,,0.335,2.344,0.015,0.335
123,,0.355,2.468,0.019,0.355
124,,0.336,2.405,0.011,0.336
125,0.326,0.346,2.434,0.022,0.346
126,,0.369,2.415,0.016,0.369
127,,0.397,2.403,0.018,0.397
128,,0.395,2.305,0.015,0.395
129,,0.378,2.484,0.022,0.378
130,,0.448,2.395,0.015,0.448
131,,0.416,2.377,0.02,0.416
132,,0.374,2.427,0.021,0.374
133,,0.4,2.359,0.015,0.4
134,,0.412,2.358,0.015,0.412
135,,0.349,2.422,0.015,0.349
136,,0.416,2.384,0.014,0.416
137,,0.352,2.385,0.02,0.352
138,,0.345,2.382,0.015,0.345
139,,0.387,2.305,0.009,0.387
140,,0.365,2.358,0.011,0.365
141,,0.427,2.334,0.015,0.427
142,,0.37,2.312,0.015,0.37
143,,0.433,2.354,0.02,0.433
144,,0.38,2.316,0.019,0.38
145,,0.395,2.356,0.014,0.395
146,,0.326,2.43,0.014,0.326
147,,0.425,2.439,0.017,0.425
148,,0.379,2.373,0.012,0.379
149,,0.386,2.361,0.017,0.386
150,0.321,0.429,2.389,0.011,0.429
151,,0.38,2.356,0.012,0.38
152,,0.348,2.427,0.015,0.348
153,,0.438,2.394,0.011,0.438
154,,0.374,2.479,0.019,0.374
155,,0.38,2.434,0.02,0.38
156,,0.412,2.449,0.016,0.412
157,,0.417,2.412,0.011,0.417
158,,0.427,2.366,0.014,0.427
159,,0.373,2.393,0.015,0.373
160,,0.324,2.473,0.017,0.324
161,,0.389,2.445,0.016,0.389
162,,0.372,2.455,0.014,0.372
163,,0.376,2.409,0.024,0.376
164,,0.384,2.398,0.015,0.384
165,,0.408,2.399,0.021,0.408
166,,0.384,2.384,0.022,0.384
167,,0.352,2.434,0.019,0.352
168,,0.405,2.476,0.022,0.405
169,,0.415,2.403,0.021,0.415
170,,0.38,2.412,0.022,0.38
171,,0.397,2.424,0.018,0.397
172,,0.361,2.475,0.025,0.361
173,,0.38,2.477,0.022,0.38
174,,0.381,2.431,0.018,0.381
175,0.322,0.373,2.434,0.016,0.373
176,,0.338,2.531,0.022,0.338
177,,0.37,2.545,0.019,0.37
178,,0.359,2.553,0.023,0.359
179,,0.395,2.567,0.017,0.395
180,,0.363,2.552,0.024,0.362
181,,0.445,2.521,0.022,0.445
182,,0.371,2.518,0.017,0.371
183,,0.393,2.573,0.028,0.393
184,,0.455,2.505,0.02,0.455
185,,0.369,2.527,0.022,0.369
186,,0.398,2.422,0.015,0.398
187,,0.387,2.491,0.031,0.387
188,,0.384,2.476,0.02,0.384
189,,0.394,2.455,0.026,0.394
190,,0.429,2.501,0.018,0.429
191,,0.412,2.405,0.015,0.412
192,,0.364,2.42,0.022,0.364
193,,0.391,2.405,0.023,0.391
194,,0.383,2.4,0.02,0.383
195,,0.378,2.369,0.017,0.378
196,,0.416,2.416,0.021,0.416
197,,0.412,2.452,0.022,0.412
198,,0.431,2.463,0.02,0.431
199,,0.387,2.45,0.021,0.388
200,0.325,0.359,2.462,0.018,0.359
201,,0.398,2.478,0.02,0.398
202,,0.344,2.501,0.019,0.344
203,,0.363,2.588,0.026,0.363
204,,0.384,2.498,0.026,0.384
205,,0.359,2.566,0.028,0.359
206,,0.451,2.562,0.025,0.451
207,,0.356,2.58,0.021,0.356
208,,0.391,2.482,0.022,0.391
209,,0.445,2.487,0.015,0.445
210,,0.383,2.517,0.02,0.383
211,,0.398,2.537,0.023,0.398
212,,0.413,2.462,0.013,0.413
213,,0.424,2.527,0.016,0.424
214,,0.4,2.634,0.016,0.4
215,,0.393,2.56,0.016,0.393
216,,0.351,2.557,0.013,0.351
217,,0.37,2.47,0.02,0.37
218,,0.417,2.519,0.013,0.417
219,,0.403,2.475,0.012,0.403
220,,0.344,2.534,0.015,0.344
221,,0.407,2.582,0.017,0.407
222,,0.408,2.589,0.011,0.408
223,,0.427,2.53,0.018,0.427
224,,0.392,2.573,0.022,0.392
225,0.335,0.419,2.582,0.014,0.419
226,,0.351,2.559,0.017,0.351
227,,0.413,2.55,0.017,0.413
228,,0.384,2.592,0.018,0.384
229,,0.385,2.546,0.016,0.385
230,,0.442,2.492,0.018,0.442
231,,0.424,2.503,0.015,0.424
232,,0.441,2.552,0.017,0.441
233,,0.34,2.505,0.017,0.34
234,,0.449,2.455,0.017,0.449
235,,0.349,2.5,0.019,0.349
236,,0.412,2.462,0.017,0.412
237,,0.423,2.471,0.022,0.423
238,,0.423,2.463,0.017,0.423
239,,0.398,2.578,0.016,0.398
240,,0.424,2.452,0.023,0.424
241,,0.385,2.473,0.018,0.385
242,,0.429,2.473,0.019,0.429
243,,0.451,2.488,0.013,0.451
244,,0.33,2.577,0.018,0.33
245,,0.401,2.509,0.014,0.401
246,,0.393,2.528,0.021,0.393
247,,0.382,2.547,0.022,0.382
248,,0.382,2.568,0.021,0.382
249,,0.391,2.546,0.02,0.391
250,0.34,0.413,2.534,0.015,0.413
251,,0.448,2.47,0.016,0.448
252,,0.42,2.563,0.021,0.42
253,,0.448,2.493,0.017,0.448
254,,0.365,2.409,0.02,0.365
255,,0.42,2.566,0.023,0.42
256,,0.407,2.458,0.015,0.407
257,,0.416,2.596,0.018,0.416
258,,0.391,2.511,0.012,0.391
259,,0.465,2.577,0.011,0.465
260,,0.393,2.562,0.013,0.393
261,,0.444,2.501,0.017,0.444
262,,0.462,2.568,0.018,0.462
263,,0.388,2.553,0.022,0.388
264,,0.371,2.58,0.022,0.371
265,,0.38,2.521,0.019,0.38
266,,0.37,2.455,0.022,0.37
267,,0.42,2.462,0.033,0.42
268,,0.432,2.455,0.024,0.432
269,,0.421,2.491,0.021,0.421
270,,0.395,2.527,0.022,0.395
271,,0.445,2.502,0.022,0.445
272,,0.353,2.481,0.016,0.353
273,,0.387,2.515,0.025,0.387
274,,0.438,2.525,0.019,0.438
275,0.35,0.397,2.673,0.025,0.397
276,,0.43,2.553,0.021,0.43
277,,0.416,2.581,0.018,0.416
278,,0.393,2.593,0.021,0.393
279,,0.395,2.634,0.025,0.395
280,,0.394,2.635,0.015,0.394
281,,0.458,2.691,0.021,0.458
282,,0.448,2.692,0.021,0.448
283,,0.435,2.727,0.021,0.435
284,,0.419,2.792,0.028,0.419
285,,0.447,2.681,0.018,0.447
286,,0.46,2.769,0.027,0.46
287,,0.406,2.836,0.023,0.406
288,,0.395,2.741,0.021,0.395
289,,0.379,2.714,0.027,0.379
290,,0.37,2.645,0.021,0.37
291,,0.397,2.691,0.028,0.397
292,,0.409,2.629,0.034,0.409
293,,0.434,2.656,0.023,0.434
294,,0.443,2.691,0.032,0.443
295,,0.458,2.731,0.03,0.458
296,,0.392,2.791,0.035,0.392
297,,0.395,2.756,0.03,0.395
298,,0.39,2.721,0.023,0.39
299,,0.455,2.655,0.025,0.455
300,0.339,0.439,2.666,0.023,0.439
301,,0.434,2.656,0.028,0.434
302,,0.387,2.611,0.023,0.388
303,,0.417,2.621,0.021,0.417
304,,0.432,2.533,0.024,0.432
305,,0.42,2.532,0.025,0.42
306,,0.39,2.549,0.024,0.39
307,,0.438,2.585,0.027,0.438
308,,0.407,2.604,0.027,0.407
309,,0.4,2.633,0.032,0.4
310,,0.433,2.622,0.023,0.433
311,,0.412,2.659,0.033,0.412
312,,0.38,2.641,0.043,0.38
313,,0.392,2.709,0.035,0.392
314,,0.386,2.662,0.03,0.386
315,,0.438,2.63,0.032,0.438
316,,0.416,2.691,0.032,0.416
317,,0.466,2.689,0.037,0.466
318,,0.397,2.645,0.038,0.397
319,,0.43,2.625,0.039,0.43
320,,0.417,2.725,0.042,0.417
321,,0.473,2.68,0.042,0.473
322,,0.393,2.678,0.039,0.393
323,,0.388,2.75,0.035,0.388
324,,0.401,2.798,0.034,0.401
325,0.328,0.349,2.747,0.031,0.349
326,,0.409,2.795,0.029,0.409
327,,0.405,2.971,0.031,0.405
328,,0.43,2.895,0.043,0.43
329,,0.443,2.862,0.037,0.443
330,,0.405,2.821,0.04,0.405
331,,0.4,2.838,0.038,0.4
332,,0.435,2.763,0.031,0.435
333,,0.372,2.805,0.039,0.372
334,,0.379,2.759,0.039,0.379
335,,0.436,2.793,0.03,0.436
336,,0.402,2.862,0.042,0.402
337,,0.4,2.862,0.045,0.4
338,,0.402,2.91,0.035,0.402
339,,0.412,2.872,0.037,0.412
340,,0.413,2.807,0.034,0.413
341,,0.407,2.938,0.03,0.407
342,,0.42,2.973,0.036,0.42
343,,0.396,2.984,0.029,0.396
344,,0.458,2.805,0.028,0.458
345,,0.426,2.846,0.037,0.426
346,,0.416,2.874,0.045,0.416
347,,0.424,2.938,0.034,0.424
348,,0.371,2.912,0.04,0.371
349,,0.371,2.948,0.036,0.371
350,0.328,0.422,2.867,0.041,0.422
351,,0.406,2.832,0.038,0.406
352,,0.413,2.845,0.046,0.413
353,,0.388,2.776,0.047,0.388
354,,0.402,2.759,0.037,0.402
355,,0.438,2.799,0.036,0.438
356,,0.385,2.803,0.049,0.385
357,,0.448,2.799,0.05,0.448
358,,0.45,2.797,0.051,0.45
359,,0.469,2.716,0.052,0.469
360,,0.474,2.723,0.051,0.474
361,,0.425,2.746,0.041,0.425
362,,0.402,2.754,0.042,0.402
363,,0.438,2.718,0.043,0.438
364,,0.415,2.778,0.039,0.415
365,,0.425,2.757,0.031,0.425
366,,0.398,2.819,0.035,0.398
367,,0.427,2.645,0.037,0.427
368,,0.401,2.684,0.034,0.401
369,,0.427,2.657,0.031,0.427
370,,0.402,2.691,0.049,0.402
371,,0.357,2.692,0.045,0.357
372,,0.445,2.708,0.044,0.445
373,,0.378,2.77,0.041,0.378
374,,0.373,2.706,0.036,0.373
375,0.344,0.397,2.693,0.038,0.397
376,,0.402,2.653,0.042,0.402
377,,0.448,2.688,0.048,0.448
378,,0.428,2.688,0.042,0.428
379,,0.355,2.713,0.038,0.355
380,,0.441,2.716,0.046,0.441
381,,0.385,2.662,0.052,0.385
382,,0.411,2.705,0.042,0.411
383,,0.398,2.751,0.045,0.398
384,,0.397,2.787,0.032,0.397
385,,0.455,2.688,0.037,0.455
386,,0.381,2.72,0.031,0.381
387,,0.404,2.731,0.028,0.404
388,,0.4,2.768,0.039,0.4
389,,0.396,2.77,0.034,0.396
390,,0.478,2.736,0.032,0.478
391,,0.451,2.726,0.043,0.451
392,,0.374,2.8,0.039,0.374
393,,0.426,2.691,0.04,0.426
394,,0.415,2.67,0.04,0.415
395,,0.38,2.669,0.031,0.38
396,,0.42,2.531,0.039,0.42
397,,0.357,2.564,0.033,0.357
398,,0.408,2.558,0.041,0.408
399,,0.381,2.6,0.035,0.381
400,0.333,0.398,2.557,0.046,0.398
401,,0.377,2.57,0.039,0.377
402,,0.409,2.648,0.044,0.409
403,,0.444,2.623,0.048,0.444
404,,0.454,2.613,0.042,0.454
405,,0.484,2.652,0.041,0.484
406,,0.367,2.713,0.047,0.367
407,,0.463,2.659,0.052,0.463
408,,0.426,2.77,0.057,0.426
409,,0.363,2.678,0.044,0.362
410,,0.461,2.705,0.044,0.461
411,,0.452,2.741,0.056,0.452
412,,0.447,2.647,0.046,0.447
413,,0.422,2.614,0.047,0.422
414,,0.427,2.588,0.056,0.427
415,,0.427,2.73,0.047,0.427
416,,0.48,2.696,0.058,0.48
417,,0.383,2.723,0.052,0.383
418,,0.367,2.745,0.051,0.367
419,,0.371,2.784,0.057,0.371
420,,0.417,2.773,0.057,0.417
421,,0.436,2.769,0.054,0.436
422,,0.415,2.688,0.046,0.415
423,,0.407,2.726,0.051,0.407
424,,0.433,2.674,0.049,0.433
425,0.323,0.403,2.784,0.055,0.403
426,,0.37,2.775,0.042,0.37
427,,0.426,2.809,0.05,0.426
428,,0.427,2.705,0.041,0.427
429,,0.325,2.797,0.048,0.325
430,,0.405,2.755,0.048,0.405
431,,0.451,2.759,0.045,0.451
432,,0.385,2.736,0.049,0.385
433,,0.368,2.755,0.045,0.368
434,,0.472,2.835,0.034,0.472
435,,0.443,2.844,0.038,0.443
436,,0.359,2.955,0.045,0.359
437,,0.413,2.812,0.042,0.413
438,,0.455,2.716,0.043,0.455
439,,0.412,2.764,0.034,0.412
440,,0.407,2.817,0.035,0.407
441,,0.414,2.752,0.037,0.414
442,,0.394,2.69,0.033,0.394
443,,0.402,2.716,0.035,0.402
444,,0.472,2.655,0.032,0.472
445,,0.394,2.713,0.032,0.394
446,,0.408,2.667,0.029,0.408
447,,0.44,2.657,0.032,0.44
448,,0.447,2.742,0.034,0.447
449,,0.423,2.778,0.033,0.423
450,0.338,0.435,2.689,0.022,0.435
451,,0.412,2.767,0.034,0.412
452,,0.431,2.68,0.029,0.431
453,,0.387,2.684,0.029,0.387
454,,0.387,2.686,0.03,0.387
455,,0.487,2.705,0.037,0.487
456,,0.458,2.643,0.032,0.458
457,,0.363,2.655,0.034,0.363
458,,0.439,2.68,0.035,0.439
459,,0.449,2.766,0.03,0.449
460,,0.505,2.714,0.034,0.505
461,,0.346,2.748,0.031,0.346
462,,0.47,2.697,0.028,0.47
463,,0.406,2.672,0.042,0.406
464,,0.466,2.769,0.037,0.466
465,,0.451,2.71,0.028,0.451
466,,0.427,2.781,0.037,0.427
467,,0.424,2.763,0.029,0.424
468,,0.408,2.713,0.031,0.408
469,,0.387,2.763,0.038,0.388
470,,0.438,2.688,0.032,0.438
471,,0.421,2.695,0.026,0.421
472,,0.395,2.7,0.036,0.395
473,,0.404,2.662,0.026,0.404
474,,0.39,2.768,0.034,0.39
475,0.344,0.423,2.716,0.035,0.423
476,,0.425,2.713,0.032,0.425
477,,0.423,2.723,0.037,0.423
478,,0.428,2.773,0.037,0.428
479,,0.384,2.819,0.038,0.384
480,,0.377,2.808,0.032,0.377
481,,0.375,2.773,0.033,0.375
482,,0.471,2.719,0.033,0.471
483,,0.43,2.805,0.036,0.43
484,,0.404,2.753,0.043,0.404
485,,0.399,2.826,0.034,0.399
486,,0.422,2.85,0.036,0.422
487,,0.387,2.802,0.047,0.388
488,,0.456,2.683,0.036,0.456
489,,0.408,2.816,0.038,0.408
490,,0.44,2.773,0.032,0.44
491,,0.409,2.82,0.028,0.409
492,,0.457,2.796,0.036,0.457
493,,0.444,2.797,0.026,0.444
494,,0.459,2.748,0.027,0.459
495,,0.476,2.767,0.035,0.476
496,,0.451,2.794,0.039,0.451
497,,0.447,2.812,0.035,0.447
498,,0.411,2.773,0.034,0.411
499,,0.415,2.768,0.036,0.415
500,0.343,0.389,2.826,0.035,0.389
