step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
243,,0.438,2.516,0.064,0.438
244,,0.355,2.604,0.072,0.355
245,,0.425,2.548,0.062,0.425
246,,0.377,2.578,0.077,0.377
247,,0.384,2.545,0.073,0.384
248,,0.387,2.563,0.084,0.388
249,,0.363,2.517,0.085,0.362
250,0.321,0.391,2.503,0.072,0.391
251,,0.441,2.463,0.077,0.441
252,,0.426,2.549,0.078,0.426
253,,0.458,2.475,0.076,0.458
254,,0.356,2.453,0.089,0.356
255,,0.431,2.509,0.082,0.431
256,,0.373,2.471,0.08,0.373
257,,0.39,2.546,0.094,0.39
258,,0.386,2.529,0.084,0.386
259,,0.441,2.551,0.084,0.441
260,,0.378,2.555,0.09,0.378
261,,0.427,2.47,0.1,0.427
262,,0.445,2.53,0.091,0.445
263,,0.387,2.488,0.089,0.387
264,,0.358,2.541,0.101,0.358
265,,0.365,2.502,0.1,0.365
266,,0.348,2.569,0.095,0.348
267,,0.416,2.531,0.1,0.416
268,,0.423,2.576,0.098,0.423
269,,0.41,2.585,0.093,0.41
270,,0.388,2.62,0.095,0.388
271,,0.418,2.66,0.097,0.418
272,,0.364,2.617,0.085,0.364
273,,0.387,2.683,0.109,0.387
274,,0.406,2.563,0.097,0.406
275,0.334,0.377,2.624,0.099,0.377
276,,0.423,2.522,0.089,0.423
277,,0.402,2.634,0.087,0.402
278,,0.401,2.71,0.095,0.401
279,,0.357,2.727,0.098,0.357
280,,0.379,2.605,0.103,0.379
281,,0.444,2.608,0.104,0.444
282,,0.404,2.684,0.122,0.404
283,,0.398,2.676,0.122,0.398
284,,0.389,2.702,0.12,0.389
285,,0.423,2.592,0.101,0.423
286,,0.409,2.644,0.11,0.409
287,,0.421,2.737,0.101,0.421
288,,0.391,2.754,0.134,0.391
289,,0.373,2.73,0.114,0.373
290,,0.355,2.622,0.098,0.355
291,,0.393,2.626,0.119,0.393
292,,0.412,2.586,0.102,0.412
293,,0.439,2.623,0.096,0.439
