step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
63,,0.394,2.534,0.003,0.394
64,,0.338,2.513,0.002,0.338
65,,0.398,2.45,0.002,0.398
66,,0.38,2.425,0.002,0.38
67,,0.345,2.544,0.002,0.345
68,,0.366,2.532,0.002,0.366
69,,0.42,2.477,0.002,0.42
70,,0.362,2.545,0.002,0.362
71,,0.42,2.563,0.003,0.42
72,,0.41,2.63,0.004,0.41
73,,0.384,2.546,0.002,0.384
74,,0.391,2.548,0.002,0.391
75,0.342,0.382,2.635,0.004,0.382
76,,0.408,2.509,0.001,0.408
77,,0.361,2.566,0.001,0.361
78,,0.368,2.52,0.001,0.368
79,,0.388,2.536,0.002,0.388
80,,0.34,2.559,0.003,0.34
81,,0.407,2.554,0.002,0.407
82,,0.444,2.522,0.002,0.444
83,,0.36,2.616,0.0,0.36
84,,0.351,2.553,0.002,0.351
85,,0.4,2.646,0.003,0.4
86,,0.385,2.584,0.001,0.385
87,,0.363,2.65,0.002,0.363
88,,0.4,2.626,0.001,0.4
89,,0.387,2.642,0.002,0.387
90,,0.403,2.528,0.002,0.403
91,,0.387,2.612,0.001,0.388
92,,0.38,2.55,0.002,0.38
93,,0.41,2.488,0.001,0.41
94,,0.35,2.592,0.001,0.35
95,,0.398,2.61,0.003,0.398
96,,0.379,2.54,0.003,0.379
97,,0.455,2.439,0.001,0.455
98,,0.345,2.644,0.0,0.345
99,,0.429,2.654,0.001,0.429
100,0.343,0.39,2.634,0.004,0.39
101,,0.391,2.548,0.001,0.391
102,,0.412,2.666,0.001,0.412
103,,0.39,2.635,0.0,0.39
104,,0.408,2.561,0.001,0.408
105,,0.402,2.688,0.001,0.402
106,,0.363,2.623,0.002,0.363
107,,0.414,2.652,0.0,0.414
108,,0.418,2.679,0.003,0.418
109,,0.432,2.679,0.003,0.432
110,,0.4,2.774,0.0,0.4
111,,0.402,2.784,0.0,0.402
112,,0.426,2.859,0.0,0.426
113,,0.39,2.85,0.001,0.39
114,,0.338,2.836,0.0,0.338
115,,0.409,3.027,0.0,0.409
116,,0.395,2.929,0.0,0.395
117,,0.429,2.91,0.0,0.429
118,,0.408,3.024,0.0,0.408
119,,0.399,2.893,0.004,0.399
120,,0.39,2.948,0.0,0.39
121,,0.373,3.15,0.0,0.373
122,,0.359,3.133,0.0,0.359
123,,0.404,3.353,0.0,0.404
124,,0.35,3.241,0.0,0.35
125,0.35,0.381,3.445,0.0,0.381
126,,0.377,3.245,0.0,0.377
127,,0.441,2.955,0.0,0.441
128,,0.43,2.871,0.001,0.43
129,,0.392,2.995,0.001,0.392
130,,0.497,3.078,0.001,0.497
131,,0.437,3.048,0.001,0.437
132,,0.405,3.037,0.001,0.405
133,,0.434,3.068,0.001,0.434
134,,0.438,3.108,0.0,0.438
135,,0.403,3.219,0.002,0.403
136,,0.441,3.153,0.0,0.441
137,,0.376,3.196,0.0,0.376
138,,0.41,3.235,0.001,0.41
139,,0.409,3.157,0.0,0.409
140,,0.394,3.252,0.0,0.394
141,,0.476,3.15,0.0,0.476
142,,0.409,3.178,0.003,0.409
143,,0.46,3.112,0.002,0.46
144,,0.409,3.177,0.0,0.409
145,,0.437,3.053,0.001,0.437
146,,0.392,3.296,0.0,0.392
147,,0.449,3.148,0.0,0.449
148,,0.418,3.081,0.0,0.418
149,,0.446,3.001,0.0,0.446
150,0.366,0.464,3.216,0.0,0.464
151,,0.405,3.048,0.001,0.405
152,,0.38,3.045,0.0,0.38
153,,0.463,3.087,0.001,0.463
154,,0.448,3.109,0.003,0.448
155,,0.423,3.074,0.0,0.423
156,,0.432,3.085,0.0,0.432
157,,0.456,3.061,0.0,0.456
158,,0.47,3.058,0.002,0.47
159,,0.383,3.089,0.0,0.383
160,,0.371,3.152,0.0,0.371
161,,0.439,3.03,0.0,0.439
162,,0.399,2.966,0.001,0.399
163,,0.438,2.928,0.0,0.438
164,,0.437,2.948,0.001,0.437
165,,0.452,2.924,0.0,0.452
166,,0.395,2.878,0.001,0.395
167,,0.412,2.902,0.0,0.412
168,,0.42,3.062,0.0,0.42
169,,0.431,3.016,0.0,0.431
170,,0.448,3.004,0.001,0.448
171,,0.437,3.041,0.001,0.437
172,,0.384,2.87,0.001,0.384
173,,0.438,2.807,0.0,0.438
174,,0.42,2.912,0.0,0.42
175,0.377,0.403,2.919,0.0,0.403
176,,0.368,3.087,0.0,0.368
177,,0.408,3.095,0.0,0.408
178,,0.396,3.035,0.0,0.396
179,,0.429,2.982,0.0,0.429
180,,0.393,2.906,0.0,0.393
181,,0.486,3.005,0.0,0.486
182,,0.386,2.878,0.001,0.386
183,,0.395,2.945,0.0,0.395
184,,0.495,2.9,0.0,0.495
185,,0.41,2.966,0.0,0.41
186,,0.447,2.966,0.0,0.447
187,,0.448,3.045,0.0,0.448
188,,0.423,3.048,0.0,0.423
189,,0.441,3.136,0.0,0.441
190,,0.484,3.273,0.0,0.484
191,,0.468,3.297,0.0,0.468
192,,0.387,3.302,0.0,0.387
193,,0.419,3.211,0.0,0.419
194,,0.43,3.266,0.0,0.43
195,,0.427,3.17,0.0,0.427
196,,0.438,3.281,0.0,0.438
197,,0.477,3.257,0.0,0.477
198,,0.454,3.25,0.0,0.454
199,,0.435,3.248,0.0,0.435
200,0.375,0.38,3.265,0.0,0.38
201,,0.432,3.263,0.0,0.432
202,,0.366,3.205,0.0,0.366
203,,0.384,3.359,0.0,0.384
204,,0.405,3.214,0.0,0.405
205,,0.393,3.216,0.0,0.393
206,,0.477,3.198,0.0,0.477
207,,0.387,3.278,0.0,0.388
208,,0.429,3.231,0.0,0.429
209,,0.475,3.18,0.0,0.475
210,,0.424,3.165,0.0,0.424
211,,0.423,3.256,0.0,0.423
212,,0.473,3.084,0.0,0.473
213,,0.442,3.061,0.0,0.442
214,,0.427,3.266,0.0,0.427
215,,0.409,3.202,0.0,0.409
216,,0.387,3.178,0.0,0.388
217,,0.404,3.192,0.0,0.404
218,,0.444,3.199,0.0,0.444
219,,0.472,3.16,0.0,0.472
220,,0.383,3.221,0.0,0.383
221,,0.443,3.21,0.0,0.443
222,,0.433,3.18,0.0,0.433
223,,0.487,3.041,0.0,0.487
224,,0.427,3.12,0.0,0.427
225,0.362,0.469,3.123,0.0,0.469
226,,0.42,3.151,0.001,0.42
227,,0.443,3.176,0.0,0.443
228,,0.424,3.182,0.002,0.424
229,,0.418,3.217,0.0,0.418
230,,0.47,3.169,0.0,0.47
231,,0.456,3.114,0.0,0.456
232,,0.516,3.135,0.0,0.516
233,,0.366,3.216,0.0,0.366
234,,0.499,3.155,0.0,0.499
235,,0.406,3.114,0.001,0.406
236,,0.453,3.037,0.0,0.453
237,,0.47,3.088,0.0,0.47
238,,0.458,3.15,0.0,0.458
239,,0.439,3.159,0.0,0.439
240,,0.465,3.084,0.0,0.465
241,,0.426,3.138,0.0,0.426
242,,0.44,3.188,0.0,0.44
243,,0.466,3.284,0.0,0.466
244,,0.388,3.273,0.0,0.388
245,,0.455,3.284,0.0,0.455
246,,0.439,3.273,0.0,0.439
247,,0.405,3.278,0.0,0.405
248,,0.418,3.33,0.0,0.418
249,,0.42,3.269,0.0,0.42
250,0.371,0.433,3.37,0.0,0.433
251,,0.501,3.292,0.0,0.501
252,,0.464,3.287,0.0,0.464
253,,0.503,3.193,0.0,0.503
254,,0.43,3.205,0.0,0.43
255,,0.454,3.269,0.0,0.454
256,,0.433,3.227,0.0,0.433
257,,0.454,3.161,0.001,0.454
258,,0.42,3.013,0.001,0.42
259,,0.505,2.989,0.001,0.505
260,,0.42,3.066,0.0,0.42
261,,0.476,3.026,0.0,0.476
262,,0.495,3.103,0.0,0.495
263,,0.438,3.092,0.0,0.438
264,,0.43,3.002,0.0,0.43
265,,0.418,2.973,0.0,0.418
266,,0.394,2.968,0.0,0.394
267,,0.458,2.877,0.001,0.458
268,,0.453,2.808,0.0,0.453
269,,0.45,2.957,0.0,0.45
270,,0.426,2.99,0.0,0.426
271,,0.454,2.981,0.0,0.454
272,,0.399,2.998,0.0,0.399
273,,0.409,3.058,0.0,0.409
274,,0.441,3.076,0.001,0.441
275,0.373,0.425,3.105,0.0,0.425
276,,0.467,3.04,0.0,0.467
277,,0.451,3.107,0.0,0.451
278,,0.463,3.085,0.0,0.463
279,,0.44,3.091,0.0,0.44
280,,0.434,3.071,0.0,0.434
281,,0.507,3.109,0.0,0.507
282,,0.488,3.209,0.0,0.488
283,,0.488,3.259,0.0,0.488
284,,0.458,3.402,0.001,0.458
285,,0.497,3.276,0.0,0.497
286,,0.499,3.294,0.001,0.499
287,,0.471,3.252,0.0,0.471
288,,0.436,3.262,0.0,0.436
289,,0.443,3.241,0.001,0.443
290,,0.406,3.184,0.0,0.406
291,,0.45,3.172,0.0,0.45
292,,0.46,3.169,0.0,0.46
293,,0.516,3.185,0.001,0.516
294,,0.495,3.193,0.0,0.495
295,,0.513,3.119,0.0,0.513
296,,0.459,3.183,0.001,0.459
297,,0.438,3.148,0.001,0.438
298,,0.426,3.18,0.0,0.426
299,,0.483,3.069,0.001,0.483
300,0.383,0.494,3.152,0.0,0.494
301,,0.499,3.191,0.0,0.499
302,,0.415,3.205,0.0,0.415
303,,0.441,3.175,0.0,0.441
304,,0.49,3.109,0.0,0.49
305,,0.477,3.172,0.001,0.477
306,,0.45,3.164,0.001,0.45
307,,0.465,3.152,0.001,0.465
308,,0.463,3.12,0.0,0.463
309,,0.446,3.161,0.0,0.446
310,,0.47,3.119,0.0,0.47
311,,0.448,3.145,0.0,0.448
312,,0.45,3.076,0.0,0.45
313,,0.457,3.144,0.0,0.457
314,,0.434,3.182,0.0,0.434
315,,0.486,3.192,0.0,0.486
316,,0.488,3.313,0.001,0.487
317,,0.484,3.411,0.0,0.484
318,,0.463,3.463,0.0,0.463
319,,0.498,3.43,0.0,0.498
320,,0.466,3.407,0.0,0.466
321,,0.535,3.374,0.0,0.535
322,,0.458,3.355,0.0,0.458
323,,0.439,3.443,0.0,0.439
324,,0.48,3.457,0.0,0.48
325,0.375,0.406,3.468,0.0,0.406
326,,0.459,3.632,0.0,0.459
327,,0.43,3.773,0.0,0.43
328,,0.466,3.473,0.0,0.466
329,,0.506,3.406,0.0,0.506
330,,0.459,3.351,0.0,0.459
331,,0.436,3.338,0.0,0.436
332,,0.471,3.235,0.002,0.471
333,,0.416,3.193,0.0,0.416
334,,0.407,3.102,0.0,0.407
335,,0.48,3.186,0.0,0.48
336,,0.42,3.211,0.0,0.42
337,,0.428,3.293,0.0,0.428
338,,0.441,3.19,0.0,0.441
339,,0.452,3.125,0.0,0.452
340,,0.457,3.159,0.0,0.457
341,,0.464,3.211,0.0,0.464
342,,0.472,3.12,0.001,0.472
343,,0.446,3.204,0.0,0.446
344,,0.502,3.263,0.0,0.502
345,,0.455,3.291,0.001,0.455
346,,0.459,3.181,0.0,0.459
347,,0.454,3.203,0.0,0.454
348,,0.403,3.224,0.0,0.403
349,,0.432,3.207,0.0,0.432
350,0.378,0.488,3.205,0.0,0.487
351,,0.448,3.23,0.0,0.448
352,,0.466,3.293,0.0,0.466
353,,0.418,3.259,0.0,0.418
354,,0.466,3.173,0.0,0.466
355,,0.482,3.259,0.0,0.482
356,,0.438,3.304,0.0,0.438
357,,0.484,3.294,0.0,0.484
358,,0.449,3.409,0.0,0.449
359,,0.507,3.366,0.0,0.507
360,,0.53,3.312,0.0,0.53
361,,0.458,3.382,0.0,0.458
362,,0.455,3.368,0.0,0.455
363,,0.488,3.295,0.0,0.487
364,,0.479,3.343,0.0,0.479
365,,0.462,3.316,0.0,0.462
366,,0.429,3.316,0.0,0.429
367,,0.457,3.266,0.0,0.457
368,,0.468,3.216,0.0,0.468
369,,0.48,3.23,0.0,0.48
370,,0.454,3.263,0.0,0.454
371,,0.397,3.234,0.0,0.397
372,,0.494,3.191,0.0,0.494
373,,0.441,3.227,0.0,0.441
374,,0.43,3.285,0.0,0.43
375,0.38,0.48,3.206,0.0,0.48
376,,0.432,3.235,0.0,0.432
377,,0.479,3.29,0.0,0.479
378,,0.459,3.465,0.0,0.459
379,,0.42,3.363,0.0,0.42
380,,0.497,3.343,0.0,0.497
381,,0.473,3.348,0.001,0.473
382,,0.47,3.403,0.0,0.47
383,,0.456,3.407,0.0,0.456
384,,0.438,3.461,0.0,0.438
385,,0.511,3.319,0.0,0.511
386,,0.416,3.38,0.0,0.416
387,,0.451,3.343,0.0,0.451
388,,0.473,3.309,0.0,0.473
389,,0.448,3.289,0.0,0.448
390,,0.517,3.221,0.0,0.517
391,,0.502,3.288,0.0,0.502
392,,0.44,3.295,0.0,0.44
393,,0.471,3.305,0.001,0.471
394,,0.47,3.27,0.0,0.47
395,,0.434,3.264,0.0,0.434
396,,0.468,3.201,0.0,0.468
397,,0.438,3.211,0.0,0.438
398,,0.459,3.18,0.0,0.459
399,,0.431,3.169,0.0,0.431
400,0.381,0.46,3.094,0.0,0.46
401,,0.415,3.042,0.0,0.415
402,,0.467,3.051,0.0,0.467
403,,0.499,3.048,0.0,0.499
404,,0.482,2.998,0.0,0.482
405,,0.53,3.089,0.0,0.53
406,,0.414,3.188,0.0,0.414
407,,0.52,3.118,0.0,0.52
408,,0.485,3.077,0.0,0.485
409,,0.409,3.097,0.0,0.409
410,,0.51,3.071,0.0,0.51
411,,0.53,3.038,0.001,0.53
412,,0.505,3.053,0.001,0.505
413,,0.455,3.112,0.0,0.455
414,,0.495,2.967,0.0,0.495
415,,0.477,2.91,0.0,0.477
416,,0.533,3.02,0.0,0.533
417,,0.445,3.112,0.0,0.445
418,,0.45,3.132,0.0,0.45
419,,0.424,3.176,0.0,0.424
420,,0.48,3.123,0.0,0.48
421,,0.484,3.092,0.0,0.484
422,,0.475,2.996,0.0,0.475
423,,0.471,2.976,0.0,0.471
424,,0.502,2.932,0.0,0.502
425,0.388,0.435,2.875,0.0,0.435
426,,0.458,2.868,0.0,0.458
427,,0.46,3.011,0.0,0.46
428,,0.483,2.973,0.0,0.483
429,,0.426,3.023,0.001,0.426
430,,0.47,3.037,0.0,0.47
431,,0.488,3.136,0.0,0.488
432,,0.45,3.127,0.0,0.45
433,,0.416,3.153,0.0,0.416
434,,0.514,3.225,0.0,0.514
435,,0.49,3.209,0.0,0.49
436,,0.41,3.231,0.0,0.41
437,,0.476,3.159,0.0,0.476
438,,0.512,3.136,0.0,0.512
439,,0.449,3.13,0.0,0.449
440,,0.47,3.193,0.0,0.47
441,,0.487,3.216,0.0,0.487
442,,0.472,3.227,0.0,0.472
443,,0.464,3.181,0.0,0.464
444,,0.533,3.197,0.0,0.533
445,,0.463,3.155,0.0,0.463
446,,0.474,3.248,0.0,0.474
447,,0.514,3.304,0.0,0.514
448,,0.498,3.281,0.0,0.498
449,,0.488,3.302,0.0,0.488
450,0.396,0.495,3.249,0.0,0.495
451,,0.474,3.193,0.0,0.474
452,,0.494,3.078,0.0,0.494
453,,0.46,3.188,0.0,0.46
454,,0.464,3.176,0.0,0.464
455,,0.523,3.343,0.0,0.523
456,,0.488,3.322,0.0,0.488
457,,0.441,3.263,0.0,0.441
458,,0.512,3.225,0.0,0.512
459,,0.499,3.254,0.0,0.499
460,,0.56,3.294,0.0,0.56
461,,0.427,3.341,0.0,0.427
462,,0.548,3.33,0.0,0.548
463,,0.463,3.291,0.0,0.463
464,,0.505,3.319,0.0,0.505
465,,0.447,3.356,0.0,0.447
466,,0.483,3.309,0.0,0.483
467,,0.488,3.216,0.001,0.488
468,,0.475,3.155,0.0,0.475
469,,0.453,3.253,0.0,0.453
470,,0.495,3.265,0.0,0.495
471,,0.498,3.266,0.0,0.498
472,,0.472,3.252,0.0,0.472
473,,0.491,3.179,0.0,0.491
474,,0.477,3.166,0.0,0.477
475,0.391,0.484,3.235,0.0,0.484
476,,0.462,3.299,0.0,0.462
477,,0.466,3.243,0.0,0.466
478,,0.506,3.295,0.0,0.506
479,,0.454,3.275,0.0,0.454
480,,0.421,3.237,0.0,0.421
481,,0.463,3.317,0.0,0.463
482,,0.552,3.409,0.001,0.552
483,,0.479,3.471,0.0,0.479
484,,0.435,3.488,0.0,0.435
485,,0.455,3.516,0.0,0.455
486,,0.466,3.446,0.001,0.466
487,,0.439,3.427,0.0,0.439
488,,0.505,3.439,0.0,0.505
489,,0.455,3.5,0.0,0.455
490,,0.492,3.494,0.0,0.492
491,,0.466,3.514,0.0,0.466
492,,0.516,3.448,0.0,0.516
493,,0.518,3.464,0.0,0.518
494,,0.542,3.495,0.0,0.542
495,,0.53,3.361,0.0,0.53
496,,0.512,3.488,0.001,0.512
497,,0.491,3.447,0.001,0.491
498,,0.453,3.464,0.0,0.453
499,,0.449,3.509,0.0,0.449
500,0.399,0.438,3.527,0.0,0.438
