step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
225,0.33,0.431,2.663,0.017,0.431
226,,0.364,2.666,0.022,0.364
227,,0.417,2.618,0.02,0.417
228,,0.398,2.648,0.015,0.398
229,,0.39,2.631,0.02,0.39
230,,0.441,2.562,0.022,0.441
231,,0.414,2.549,0.015,0.414
232,,0.447,2.63,0.019,0.447
233,,0.348,2.651,0.018,0.348
234,,0.454,2.572,0.011,0.454
235,,0.355,2.722,0.02,0.355
236,,0.424,2.612,0.015,0.424
237,,0.45,2.671,0.024,0.45
238,,0.421,2.654,0.026,0.421
239,,0.393,2.693,0.021,0.393
240,,0.414,2.591,0.02,0.414
241,,0.385,2.607,0.015,0.385
242,,0.408,2.659,0.016,0.408
243,,0.451,2.735,0.021,0.451
244,,0.335,2.707,0.03,0.335
245,,0.42,2.756,0.016,0.42
246,,0.398,2.744,0.022,0.398
247,,0.404,2.717,0.026,0.404
248,,0.397,2.682,0.013,0.397
249,,0.387,2.72,0.022,0.387
250,0.344,0.423,2.727,0.011,0.423
251,,0.452,2.779,0.018,0.452
252,,0.409,2.829,0.017,0.409
253,,0.47,2.744,0.02,0.47
254,,0.379,2.68,0.018,0.379
255,,0.429,2.751,0.019,0.429
256,,0.387,2.645,0.02,0.388
257,,0.41,2.68,0.022,0.41
258,,0.379,2.703,0.011,0.379
259,,0.447,2.672,0.017,0.447
260,,0.395,2.666,0.017,0.395
261,,0.448,2.555,0.016,0.448
262,,0.451,2.603,0.012,0.451
263,,0.396,2.594,0.014,0.396
264,,0.387,2.648,0.021,0.388
265,,0.352,2.638,0.013,0.352
266,,0.36,2.598,0.014,0.36
267,,0.444,2.566,0.016,0.444
268,,0.423,2.57,0.012,0.423
269,,0.422,2.579,0.01,0.422
270,,0.379,2.71,0.018,0.379
271,,0.448,2.591,0.01,0.448
272,,0.369,2.59,0.011,0.369
273,,0.397,2.688,0.014,0.397
274,,0.447,2.503,0.017,0.447
275,0.335,0.391,2.513,0.016,0.391
276,,0.449,2.455,0.013,0.449
277,,0.425,2.473,0.014,0.425
278,,0.398,2.519,0.01,0.398
279,,0.38,2.572,0.01,0.38
280,,0.367,2.395,0.013,0.367
281,,0.44,2.457,0.013,0.44
282,,0.423,2.458,0.011,0.423
283,,0.434,2.503,0.015,0.434
284,,0.416,2.481,0.012,0.416
285,,0.448,2.459,0.014,0.448
286,,0.445,2.498,0.011,0.445
287,,0.412,2.605,0.013,0.412
288,,0.402,2.579,0.019,0.402
289,,0.379,2.671,0.02,0.379
290,,0.37,2.54,0.012,0.37
291,,0.393,2.605,0.012,0.393
292,,0.424,2.552,0.014,0.424
293,,0.451,2.574,0.009,0.451
294,,0.424,2.595,0.015,0.424
295,,0.475,2.605,0.014,0.475
296,,0.387,2.67,0.015,0.388
297,,0.394,2.685,0.013,0.394
298,,0.377,2.64,0.02,0.377
299,,0.445,2.623,0.011,0.445
300,0.333,0.397,2.734,0.016,0.397
301,,0.44,2.748,0.016,0.44
302,,0.365,2.761,0.019,0.365
303,,0.417,2.727,0.013,0.417
304,,0.429,2.656,0.015,0.429
305,,0.419,2.671,0.014,0.419
306,,0.417,2.696,0.015,0.417
307,,0.416,2.752,0.022,0.416
308,,0.419,2.624,0.013,0.419
309,,0.414,2.696,0.019,0.414
310,,0.433,2.687,0.015,0.433
311,,0.412,2.643,0.018,0.412
312,,0.413,2.552,0.013,0.413
313,,0.385,2.609,0.015,0.385
314,,0.38,2.63,0.021,0.38
315,,0.449,2.58,0.01,0.449
316,,0.433,2.64,0.014,0.433
317,,0.444,2.678,0.018,0.444
318,,0.405,2.636,0.022,0.405
319,,0.447,2.577,0.013,0.447
320,,0.402,2.658,0.013,0.402
321,,0.462,2.629,0.015,0.462
322,,0.379,2.594,0.016,0.379
323,,0.35,2.709,0.015,0.35
324,,0.399,2.718,0.029,0.399
325,0.336,0.371,2.588,0.014,0.371
326,,0.429,2.695,0.028,0.429
327,,0.391,2.723,0.023,0.391
328,,0.411,2.678,0.026,0.411
329,,0.445,2.646,0.019,0.445
330,,0.419,2.64,0.023,0.419
331,,0.398,2.634,0.021,0.398
332,,0.433,2.656,0.02,0.433
333,,0.364,2.638,0.024,0.364
334,,0.378,2.652,0.022,0.378
335,,0.444,2.645,0.022,0.444
336,,0.375,2.628,0.015,0.375
337,,0.384,2.672,0.031,0.384
338,,0.416,2.62,0.024,0.416
339,,0.412,2.602,0.021,0.412
340,,0.409,2.603,0.025,0.409
341,,0.43,2.719,0.025,0.43
342,,0.412,2.638,0.023,0.412
343,,0.4,2.678,0.017,0.4
344,,0.42,2.65,0.023,0.42
345,,0.445,2.67,0.025,0.445
