step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
239,,0.438,3.384,0.0,0.438
240,,0.466,3.417,0.0,0.466
241,,0.438,3.417,0.0,0.438
242,,0.451,3.453,0.001,0.451
243,,0.483,3.459,0.0,0.483
244,,0.386,3.326,0.0,0.386
245,,0.47,3.381,0.001,0.47
246,,0.447,3.213,0.0,0.447
247,,0.409,3.255,0.001,0.409
248,,0.401,3.265,0.0,0.401
249,,0.435,3.116,0.0,0.435
250,0.37,0.434,3.225,0.0,0.434
251,,0.491,3.192,0.001,0.491
252,,0.455,3.395,0.0,0.455
253,,0.508,3.39,0.0,0.508
254,,0.402,3.376,0.0,0.402
255,,0.456,3.433,0.0,0.456
256,,0.442,3.485,0.001,0.442
257,,0.444,3.467,0.0,0.444
258,,0.42,3.523,0.0,0.42
259,,0.482,3.557,0.001,0.482
260,,0.409,3.634,0.0,0.409
261,,0.481,3.463,0.0,0.481
262,,0.483,3.663,0.0,0.483
263,,0.426,3.595,0.0,0.426
264,,0.421,3.626,0.001,0.421
265,,0.416,3.562,0.0,0.416
266,,0.373,3.674,0.001,0.373
267,,0.453,3.757,0.002,0.453
268,,0.448,3.368,0.0,0.448
269,,0.451,3.496,0.0,0.451
270,,0.423,3.509,0.001,0.423
271,,0.474,3.373,0.0,0.474
272,,0.384,3.413,0.0,0.384
273,,0.421,3.295,0.001,0.421
274,,0.463,3.132,0.0,0.463
275,0.37,0.423,3.271,0.001,0.423
276,,0.443,3.356,0.0,0.443
277,,0.447,3.505,0.001,0.447
278,,0.433,3.412,0.001,0.433
279,,0.423,3.509,0.001,0.423
280,,0.417,3.377,0.0,0.417
281,,0.524,3.384,0.0,0.524
282,,0.48,3.351,0.001,0.48
283,,0.483,3.399,0.0,0.483
284,,0.47,3.476,0.0,0.47
285,,0.473,3.291,0.001,0.473
286,,0.501,3.279,0.0,0.501
287,,0.46,3.374,0.001,0.46
288,,0.438,3.412,0.001,0.438
289,,0.43,3.357,0.001,0.43
290,,0.403,3.312,0.0,0.403
291,,0.448,3.31,0.0,0.448
292,,0.477,3.247,0.001,0.477
293,,0.484,3.188,0.001,0.484
294,,0.485,3.176,0.001,0.485
295,,0.506,3.126,0.001,0.506
296,,0.43,3.224,0.001,0.43
297,,0.438,3.195,0.0,0.438
298,,0.415,3.252,0.001,0.415
299,,0.49,3.232,0.0,0.49
300,0.367,0.476,3.287,0.0,0.476
301,,0.494,3.363,0.0,0.494
302,,0.414,3.441,0.001,0.414
303,,0.441,3.276,0.0,0.441
304,,0.467,3.11,0.0,0.467
305,,0.475,3.114,0.0,0.475
306,,0.455,3.231,0.001,0.455
307,,0.473,3.173,0.001,0.473
308,,0.469,3.194,0.001,0.469
309,,0.426,3.227,0.001,0.426
310,,0.456,3.23,0.001,0.456
311,,0.42,3.084,0.001,0.42
